00:45,04:10,04:30,04:45,05:45,05:55,00:00,06:25,06:35,06:55,07:10,07:25,07:35,07:45,07:55,08:10,08:20,08:35,08:55,09:05,09:15,09:25,09:35,09:40,09:46,09:55,10:00,10:05,10:16,10:30,10:45,11:00,11:15,11:30,11:46,12:00,12:15,12:30,12:55,13:05,13:20,13:35,13:50,14:15,14:30,14:50,15:10,15:30,15:45,16:00,16:11,16:20,16:30,16:40,17:00,17:15,17:30,17:45,17:55,18:10,00:00,18:25,18:35,18:45,18:55,19:10,19:20,19:30,19:45,00:00,20:00,20:16,20:30,00:00,20:45,21:00,21:10,21:15,21:25,21:35,21:55,22:10,22:20,22:30,22:40,23:00,23:15,23:40,23:55,00:10
00:48,04:13,04:33,04:48,05:48,05:58,00:00,06:28,06:38,06:58,07:13,07:28,07:38,07:48,07:58,08:13,08:23,08:38,08:58,09:08,09:18,09:28,09:38,09:43,09:49,09:58,10:03,10:08,10:19,10:33,10:48,11:03,11:18,11:33,11:49,12:03,12:18,12:33,12:58,13:08,13:23,13:38,13:53,14:18,14:33,14:53,15:13,15:33,15:48,16:03,16:14,16:23,16:33,16:43,17:03,17:18,17:33,17:48,17:58,18:13,00:00,18:28,18:38,18:48,18:58,19:13,19:23,19:33,19:48,00:00,20:03,20:19,20:33,00:00,20:48,21:03,21:13,21:18,21:28,21:38,21:58,22:13,22:23,22:33,22:43,23:03,23:18,23:43,23:58,00:13
01:00,04:18,04:38,04:53,05:53,06:03,00:00,06:33,06:43,07:03,07:20,07:33,07:43,07:53,08:03,08:18,08:35,08:43,09:03,09:13,09:25,09:35,09:43,09:48,10:00,10:05,10:10,10:13,10:24,10:38,10:55,11:08,11:25,11:38,11:57,12:08,12:23,12:38,13:03,13:20,13:28,13:43,13:58,14:23,14:38,14:58,15:18,15:38,15:53,16:08,16:20,16:30,16:40,16:50,17:08,17:23,17:38,17:53,18:01,18:14,00:00,18:33,18:43,18:53,19:03,19:18,19:28,19:38,19:53,00:00,20:10,20:27,20:38,00:00,20:53,21:15,21:25,21:23,21:40,21:43,22:03,22:18,22:30,22:45,22:48,23:08,23:23,23:48,00:10,00:18
00:00,04:22,04:42,04:57,05:57,06:07,00:00,06:37,06:47,07:07,07:24,07:37,07:47,07:57,08:07,08:22,00:00,08:47,09:07,09:17,00:00,00:00,09:47,09:52,00:00,00:00,00:00,10:17,10:28,10:42,00:00,11:12,00:00,11:42,12:01,12:12,12:27,12:42,13:07,00:00,13:32,13:47,14:02,14:27,14:42,15:02,15:22,15:42,15:57,16:12,16:24,00:00,16:44,16:54,17:12,17:27,17:42,17:57,18:05,18:18,00:00,18:37,18:47,18:57,19:07,19:22,19:32,19:42,19:57,00:00,20:14,20:31,20:42,00:00,20:57,21:19,00:00,21:27,00:00,21:47,22:07,22:22,00:00,00:00,22:52,23:12,23:27,23:52,00:00,00:22
00:00,04:24,04:44,05:00,05:59,06:10,00:00,06:39,06:49,07:10,07:26,07:39,07:49,07:59,08:10,08:24,00:00,08:49,09:09,09:19,00:00,00:00,09:49,09:54,00:00,00:00,00:00,10:19,10:30,10:44,00:00,11:14,00:00,11:44,12:04,12:14,12:29,12:44,13:10,00:00,13:34,13:50,14:04,14:29,14:44,15:04,15:24,15:44,16:00,16:14,16:26,00:00,16:46,16:57,17:14,17:29,17:44,17:59,19:07,18:20,00:00,18:39,18:50,18:59,19:09,19:24,19:34,19:44,20:00,00:00,20:16,20:33,20:44,00:00,20:59,21:22,00:00,21:29,00:00,21:49,22:05,22:24,00:00,00:00,22:54,23:15,23:29,23:54,00:00,00:24
00:00,00:00,00:00,05:20,00:00,06:35,00:00,00:00,00:00,07:30,00:00,00:00,00:00,00:00,08:35,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,12:25,00:00,00:00,00:00,13:25,00:00,00:00,14:05,00:00,00:00,00:00,00:00,00:00,00:00,16:15,00:00,00:00,00:00,00:00,17:10,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,19:25,00:00,00:00,00:00,00:00,20:25,00:00,00:00,00:00,00:00,00:00,00:00,21:35,00:00,00:00,00:00,00:00,22:25,00:00,00:00,00:00,00:00,23:40,00:00,00:00,00:00,00:00
00:00,04:28,04:48,00:00,06:03,00:00,00:00,06:42,06:53,00:00,07:30,07:43,07:53,08:03,00:00,08:28,00:00,08:53,09:13,09:23,00:00,00:00,09:53,09:58,00:00,00:00,00:00,10:23,10:34,10:48,00:00,11:18,00:00,11:48,00:00,12:18,12:33,12:48,00:00,00:00,13:38,00:00,14:07,14:33,14:48,15:08,15:28,15:48,00:00,16:18,16:30,00:00,16:50,00:00,17:18,17:33,17:48,18:03,18:10,18:23,00:00,18:42,18:54,00:00,19:13,19:28,19:38,19:48,00:00,00:00,20:20,20:37,20:47,00:00,21:03,00:00,00:00,21:33,00:00,21:53,00:00,22:28,00:00,00:00,22:58,00:00,23:34,23:58,00:00,00:28
00:00,04:31,04:51,00:00,06:06,00:00,06:02,06:46,06:56,00:00,07:33,07:46,07:56,08:06,00:00,08:31,00:00,08:56,09:16,09:26,00:00,00:00,09:56,10:01,00:00,00:00,00:00,10:26,10:37,10:51,00:00,11:21,00:00,11:51,00:00,12:21,12:36,12:51,00:00,00:00,13:41,00:00,14:11,14:36,14:51,15:11,15:31,15:51,00:00,16:21,16:33,00:00,16:53,00:00,17:21,17:36,17:51,18:06,18:14,18:27,18:20,18:46,18:57,00:00,19:16,19:31,19:41,19:51,00:00,19:42,20:23,20:40,20:51,20:35,21:06,00:00,00:00,21:36,00:00,21:56,00:00,22:31,00:00,00:00,23:01,00:00,23:27,00:01,00:00,00:31
00:00,04:35,04:55,00:00,06:09,00:00,00:00,06:50,07:00,00:00,07:37,07:50,08:00,08:10,00:00,08:35,00:00,09:00,09:20,09:30,00:00,00:00,10:00,10:05,00:00,00:00,00:00,10:30,10:41,10:55,00:00,11:25,00:00,11:55,00:00,12:25,12:40,12:55,00:00,00:00,13:45,00:00,14:15,14:40,14:55,15:15,15:35,15:55,00:00,16:25,16:37,00:00,16:57,00:00,17:25,17:40,17:55,18:10,18:18,18:31,00:00,18:50,19:01,00:00,19:20,19:35,19:45,19:55,00:00,00:00,20:27,20:44,20:55,00:00,21:10,00:00,00:00,21:40,00:00,22:00,00:00,22:35,00:00,00:00,23:05,00:00,23:41,00:05,00:00,00:35
00:00,04:39,04:59,00:00,06:13,00:00,00:00,06:54,07:04,00:00,07:41,07:54,08:04,08:14,00:00,08:39,00:00,09:04,09:24,09:34,00:00,00:00,10:04,10:09,00:00,00:00,00:00,10:34,10:45,10:59,00:00,11:29,00:00,11:59,00:00,12:29,12:44,12:59,00:00,00:00,13:49,00:00,14:19,14:44,14:59,15:19,15:39,15:59,00:00,16:29,16:41,00:00,17:01,00:00,17:29,17:44,17:59,18:14,18:22,18:35,00:00,18:54,19:05,00:00,19:24,19:39,19:49,19:59,00:00,00:00,20:31,20:48,20:59,00:00,21:14,00:00,00:00,21:44,00:00,22:04,00:00,22:39,00:00,00:00,23:09,00:00,23:45,00:09,00:00,00:39
00:00,04:42,05:02,00:00,06:16,00:00,00:00,06:57,07:07,00:00,07:44,07:57,08:07,08:17,00:00,08:42,00:00,09:07,09:27,09:37,00:00,00:00,10:07,10:12,00:00,00:00,00:00,10:37,10:48,11:02,00:00,11:32,00:00,12:02,00:00,12:32,12:47,13:02,00:00,00:00,13:52,00:00,14:22,14:47,15:02,15:22,15:42,16:02,00:00,16:32,16:44,00:00,17:04,00:00,17:32,17:47,18:02,18:17,18:25,18:38,00:00,18:57,19:08,00:00,19:27,19:42,19:52,20:02,00:00,00:00,20:34,20:51,21:02,00:00,21:17,00:00,00:00,21:47,00:00,22:07,00:00,22:42,00:00,00:00,23:12,00:00,23:48,00:12,00:00,00:42
00:00,04:45,05:07,00:00,06:30,00:00,06:15,07:10,07:13,00:00,07:50,08:10,08:12,08:22,00:00,09:00,00:00,09:15,09:33,09:50,00:00,00:00,10:13,10:30,00:00,00:00,00:00,10:55,11:05,11:07,00:00,11:38,00:00,12:08,00:00,12:45,12:53,13:08,00:00,00:00,13:58,00:00,14:35,14:52,15:15,15:28,15:55,16:15,00:00,16:38,16:55,00:00,17:10,00:00,17:45,17:53,18:15,18:23,18:45,18:44,18:30,19:10,19:14,00:00,19:40,19:48,20:00,20:08,00:00,19:58,20:45,20:57,21:15,20:45,21:23,00:00,00:00,22:00,00:00,22:13,00:00,22:55,00:00,00:00,23:18,00:00,23:54,00:25,00:00,00:55
00:00,00:00,05:11,00:00,00:00,00:00,00:00,00:00,07:17,00:00,07:54,00:00,08:16,08:26,00:00,00:00,00:00,00:00,09:37,00:00,00:00,00:00,10:17,00:00,00:00,00:00,00:00,00:00,00:00,11:11,00:00,11:42,00:00,12:12,00:00,00:00,12:57,13:12,00:00,00:00,14:02,00:00,00:00,14:56,00:00,15:32,00:00,00:00,00:00,16:42,00:00,00:00,17:14,00:00,00:00,17:57,00:00,18:27,00:00,18:48,00:00,00:00,19:18,00:00,00:00,19:52,00:00,20:12,00:00,00:00,00:00,21:01,00:00,00:00,21:27,00:00,00:00,00:00,00:00,22:17,00:00,00:00,00:00,00:00,23:22,00:00,23:58,00:00,00:00,00:00
00:00,00:00,05:15,00:00,00:00,00:00,06:23,00:00,07:21,00:00,07:58,00:00,08:20,08:30,00:00,00:00,00:00,00:00,09:41,00:00,00:00,00:00,10:21,00:00,00:00,00:00,00:00,00:00,00:00,11:15,00:00,11:55,00:00,12:16,00:00,00:00,13:01,12:20,00:00,00:00,14:06,00:00,00:00,15:00,00:00,15:36,00:00,00:00,00:00,16:46,00:00,00:00,17:18,00:00,00:00,18:01,00:00,18:31,00:00,18:52,18:38,00:00,19:22,00:00,00:00,19:56,00:00,20:16,00:00,20:04,00:00,21:05,00:00,20:51,21:31,00:00,00:00,00:00,00:00,22:21,00:00,00:00,00:00,00:00,23:26,00:00,00:01,00:00,00:00,00:00
00:00,00:00,05:19,00:00,00:00,00:00,00:00,00:00,07:25,00:00,08:02,00:00,08:24,08:34,00:00,00:00,00:00,00:00,09:45,00:00,00:00,00:00,10:25,00:00,00:00,00:00,00:00,00:00,00:00,11:19,00:00,00:00,00:00,12:20,00:00,00:00,13:05,00:00,00:00,00:00,14:10,00:00,00:00,15:04,00:00,15:40,00:00,00:00,00:00,16:50,00:00,00:00,17:22,00:00,00:00,18:05,00:00,18:35,00:00,18:56,00:00,00:00,19:26,00:00,00:00,20:00,00:00,20:20,00:00,00:00,00:00,21:09,00:00,00:00,21:35,00:00,00:00,00:00,00:00,22:25,00:00,00:00,00:00,00:00,23:30,00:00,00:05,00:00,00:00,00:00
00:00,00:00,05:23,00:00,00:00,00:00,00:00,00:00,07:29,00:00,08:06,00:00,08:28,08:38,00:00,00:00,00:00,00:00,09:49,00:00,00:00,00:00,10:29,00:00,00:00,00:00,00:00,00:00,00:00,11:23,00:00,00:00,00:00,12:24,00:00,00:00,13:09,00:00,00:00,00:00,14:14,00:00,00:00,15:08,00:00,15:44,00:00,00:00,00:00,16:54,00:00,00:00,17:26,00:00,00:00,18:09,00:00,18:39,00:00,19:00,00:00,00:00,19:30,00:00,00:00,20:04,00:00,20:24,00:00,20:10,00:00,21:13,00:00,00:00,21:39,00:00,00:00,00:00,00:00,22:29,00:00,00:00,00:00,00:00,23:34,00:00,00:09,00:00,00:00,00:00
00:00,00:00,05:28,00:00,00:00,00:00,06:32,00:00,07:34,00:00,08:11,00:00,08:33,08:43,00:00,00:00,00:00,00:00,09:54,00:00,00:00,00:00,10:34,00:00,00:00,00:00,00:00,00:00,00:00,11:28,00:00,00:00,00:00,12:29,00:00,00:00,13:14,00:00,00:00,00:00,14:19,00:00,00:00,15:13,00:00,15:49,00:00,00:00,00:00,16:59,00:00,00:00,17:31,00:00,00:00,18:14,00:00,18:44,00:00,19:05,18:48,00:00,19:35,00:00,00:00,20:09,00:00,20:29,00:00,20:15,00:00,21:18,00:00,21:01,21:44,00:00,00:00,00:00,00:00,22:34,00:00,00:00,00:00,00:00,23:39,00:00,00:13,00:00,00:00,00:00
00:00,00:00,05:34,00:00,00:00,00:00,00:00,00:00,07:40,00:00,08:17,00:00,08:39,08:49,00:00,00:00,00:00,00:00,10:00,00:00,00:00,00:00,10:40,00:00,00:00,00:00,00:00,00:00,00:00,11:34,00:00,00:00,00:00,12:35,00:00,00:00,12:20,00:00,00:00,00:00,14:25,00:00,00:00,15:19,00:00,15:55,00:00,00:00,00:00,17:05,00:00,00:00,17:37,00:00,00:00,18:20,00:00,18:50,00:00,19:11,00:00,00:00,19:41,00:00,00:00,20:15,00:00,20:35,00:00,20:21,00:00,21:24,00:00,00:00,21:50,00:00,00:00,00:00,00:00,22:40,00:00,00:00,00:00,00:00,23:45,00:00,00:19,00:00,00:00,00:00
00:00,00:00,05:38,00:00,00:00,00:00,00:00,00:00,07:44,00:00,08:21,00:00,08:43,08:53,00:00,00:00,00:00,00:00,10:04,00:00,00:00,00:00,10:44,00:00,00:00,00:00,00:00,00:00,00:00,11:38,00:00,00:00,00:00,12:39,00:00,00:00,13:24,00:00,00:00,00:00,14:29,00:00,00:00,15:23,00:00,15:59,00:00,00:00,00:00,17:09,00:00,00:00,17:41,00:00,00:00,18:24,00:00,18:54,00:00,19:15,00:00,00:00,19:45,00:00,00:00,20:19,00:00,20:39,00:00,00:00,00:00,21:28,00:00,00:00,21:54,00:00,00:00,00:00,00:00,22:44,00:00,00:00,00:00,00:00,23:49,00:00,00:23,00:00,00:00,00:00
00:00,00:00,05:50,00:00,00:00,00:00,06:55,00:00,07:55,00:00,08:45,00:00,08:55,09:05,00:00,00:00,00:00,00:00,10:15,00:00,00:00,00:00,11:05,00:00,00:00,00:00,00:00,00:00,00:00,11:50,00:00,00:00,00:00,13:05,00:00,00:00,13:35,00:00,00:00,00:00,14:40,00:00,00:00,15:45,00:00,16:10,00:00,00:00,00:00,17:20,00:00,00:00,18:00,00:00,00:00,18:45,00:00,19:15,00:00,19:35,19:25,00:00,20:00,00:00,00:00,20:30,00:00,20:55,00:00,20:30,00:00,21:50,00:00,21:30,22:15,00:00,00:00,00:00,00:00,23:00,00:00,00:00,00:00,00:00,00:15,00:00,00:50,00:00,00:00,00:00
00:00,00:00,06:15,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,09:05,09:20,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,12:15,00:00,00:00,00:00,00:00,00:00,00:00,14:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,16:35,00:00,00:00,00:00,17:55,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,20:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,21:20,00:00,20:48,00:00,00:00,00:00,00:00,22:40,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00
